layers,neurons,activation,epochs,lr,batch_size,accuracy
1,4,ReLU,250,0.1,64,0.999
1,4,ReLU,250,0.1,128,0.999
1,4,ReLU,250,0.1,256,0.999
1,4,ReLU,250,0.1,512,0.999
1,4,ReLU,250,0.01,16,0.999
1,4,ReLU,250,0.01,32,0.999
1,4,ReLU,250,0.01,64,0.999
1,4,ReLU,250,0.01,128,0.999
1,4,ReLU,250,0.01,256,0.999
1,4,ReLU,250,0.01,512,0.999
1,4,ReLU,250,0.001,16,0.999
1,4,ReLU,250,0.001,32,0.999
1,4,ReLU,250,0.001,64,0.999
1,4,ReLU,250,0.001,128,0.999
1,4,ReLU,250,0.001,256,0.999
1,4,ReLU,250,0.001,512,0.999
1,4,ReLU,250,0.0001,16,0.0155
1,4,ReLU,250,0.0001,32,0.954
1,4,ReLU,250,0.0001,64,0.4405
1,4,ReLU,250,0.0001,128,0.9475
1,4,ReLU,250,0.0001,256,0.276
1,4,ReLU,250,0.0001,512,0.0155
1,4,Tanh,1,10.0,16,0.8955
1,4,Tanh,1,10.0,32,0.3115
1,4,Tanh,1,10.0,64,0.3525
1,4,Tanh,1,10.0,128,0.856
1,4,Tanh,1,10.0,256,0.345
1,4,Tanh,1,10.0,512,0.9595
1,4,Tanh,1,1.0,16,0.6955
1,4,Tanh,1,1.0,32,0.7285
1,4,Tanh,1,1.0,64,0.7425
1,4,Tanh,1,1.0,128,0.4215
1,4,Tanh,1,1.0,256,0.745
1,4,Tanh,1,1.0,512,0.918
1,4,Tanh,1,0.1,16,0.9465
1,4,Tanh,1,0.1,32,0.984
1,4,Tanh,1,0.1,64,0.8935
1,4,Tanh,1,0.1,128,0.9785
1,4,Tanh,1,0.1,256,0.9905
1,4,Tanh,1,0.1,512,0.0775
1,4,Tanh,1,0.01,16,0.8025
1,4,Tanh,1,0.01,32,0.9795
1,4,Tanh,1,0.01,64,0.8195
1,4,Tanh,1,0.01,128,0.58
1,4,Tanh,1,0.01,256,0.686
1,4,Tanh,1,0.01,512,0.402
1,4,Tanh,1,0.001,16,0.8255
1,4,Tanh,1,0.001,32,0.9695
1,4,Tanh,1,0.001,64,0.587
1,4,Tanh,1,0.001,128,0.971
1,4,Tanh,1,0.001,256,0.101
1,4,Tanh,1,0.001,512,0.7055
1,4,Tanh,1,0.0001,16,0.313
1,4,Tanh,1,0.0001,32,0.8745
1,4,Tanh,1,0.0001,64,0.1555
1,4,Tanh,1,0.0001,128,0.2085
1,4,Tanh,1,0.0001,256,0.0205
1,4,Tanh,1,0.0001,512,0.026
1,4,Tanh,10,10.0,16,0.999
1,4,Tanh,10,10.0,32,0.999
1,4,Tanh,10,10.0,64,0.6385
1,4,Tanh,10,10.0,128,0.999
1,4,Tanh,10,10.0,256,0.435
1,4,Tanh,10,10.0,512,0.999
1,4,Tanh,10,1.0,16,0.999
1,4,Tanh,10,1.0,32,0.999
1,4,Tanh,10,1.0,64,0.999
1,4,Tanh,10,1.0,128,0.997
1,4,Tanh,10,1.0,256,0.999
1,4,Tanh,10,1.0,512,0.9955
1,4,Tanh,10,0.1,16,0.999
1,4,Tanh,10,0.1,32,0.999
1,4,Tanh,10,0.1,64,0.999
1,4,Tanh,10,0.1,128,0.999
1,4,Tanh,10,0.1,256,0.999
1,4,Tanh,10,0.1,512,0.999
1,4,Tanh,10,0.01,16,0.999
1,4,Tanh,10,0.01,32,0.976
1,4,Tanh,10,0.01,64,0.9985
1,4,Tanh,10,0.01,128,0.9945
1,4,Tanh,10,0.01,256,0.994
1,4,Tanh,10,0.01,512,0.981
1,4,Tanh,10,0.001,16,0.1385
1,4,Tanh,10,0.001,32,0.0675
1,4,Tanh,10,0.001,64,0.764
1,4,Tanh,10,0.001,128,0.978
1,4,Tanh,10,0.001,256,0.6605
1,4,Tanh,10,0.001,512,0.0355
1,4,Tanh,10,0.0001,16,0.989
1,4,Tanh,10,0.0001,32,0.2905
1,4,Tanh,10,0.0001,64,0.1825
1,4,Tanh,10,0.0001,128,0.5905
1,4,Tanh,10,0.0001,256,0.167
1,4,Tanh,10,0.0001,512,0.695
1,4,Tanh,25,10.0,16,0.999
1,4,Tanh,25,10.0,32,0.999
1,4,Tanh,25,10.0,64,0.999
1,4,Tanh,25,10.0,128,0.999
1,4,Tanh,25,10.0,256,0.999
1,4,Tanh,25,10.0,512,0.999
1,4,Tanh,25,1.0,16,0.9985
1,4,Tanh,25,1.0,32,0.999
1,4,Tanh,25,1.0,64,0.999
1,4,Tanh,25,1.0,128,0.999
1,4,Tanh,25,1.0,256,0.999
1,4,Tanh,25,1.0,512,0.998
1,4,Tanh,25,0.1,16,0.999
1,4,Tanh,25,0.1,32,0.999
1,4,Tanh,25,0.1,64,0.999
1,4,Tanh,25,0.1,128,0.999
1,4,Tanh,25,0.1,256,0.999
1,4,Tanh,25,0.1,512,0.999
1,4,Tanh,25,0.01,16,0.999
1,4,Tanh,25,0.01,32,0.9945
1,4,Tanh,25,0.01,64,0.999
1,4,Tanh,25,0.01,128,0.999
1,4,Tanh,25,0.01,256,0.9925
1,4,Tanh,25,0.01,512,0.999
1,4,Tanh,25,0.001,16,0.7165
1,4,Tanh,25,0.001,32,0.5385
1,4,Tanh,25,0.001,64,0.1995
1,4,Tanh,25,0.001,128,0.8275
1,4,Tanh,25,0.001,256,0.7705
1,4,Tanh,25,0.001,512,0.9375
1,4,Tanh,25,0.0001,16,0.7575
1,4,Tanh,25,0.0001,32,0.942
1,4,Tanh,25,0.0001,64,0.9775
1,4,Tanh,25,0.0001,128,0.5245
1,4,Tanh,25,0.0001,256,0.8655
1,4,Tanh,25,0.0001,512,0.4685
1,4,Tanh,50,10.0,16,0.999
1,4,Tanh,50,10.0,32,0.9985
1,4,Tanh,50,10.0,64,0.999
1,4,Tanh,50,10.0,128,0.9985
1,4,Tanh,50,10.0,256,0.999
1,4,Tanh,50,10.0,512,0.999
1,4,Tanh,50,1.0,16,0.999
1,4,Tanh,50,1.0,32,0.999
1,4,Tanh,50,1.0,64,0.999
1,4,Tanh,50,1.0,128,0.999
1,4,Tanh,50,1.0,256,0.999
1,4,Tanh,50,1.0,512,0.9985
1,4,Tanh,50,0.1,16,0.999
1,4,Tanh,50,0.1,32,0.999
1,4,Tanh,50,0.1,64,0.999
1,4,Tanh,50,0.1,128,0.999
1,4,Tanh,50,0.1,256,0.999
1,4,Tanh,50,0.1,512,0.999
1,4,Tanh,50,0.01,16,0.999
1,4,Tanh,50,0.01,32,0.999
1,4,Tanh,50,0.01,64,0.999
1,4,Tanh,50,0.01,128,0.999
1,4,Tanh,50,0.01,256,0.999
1,4,Tanh,50,0.01,512,0.999
1,4,Tanh,50,0.001,16,0.9905
1,4,Tanh,50,0.001,32,0.768
1,4,Tanh,50,0.001,64,0.5525
1,4,Tanh,50,0.001,128,0.016
1,4,Tanh,50,0.001,256,0.039
1,4,Tanh,50,0.001,512,0.9505
1,4,Tanh,50,0.0001,16,0.4305
1,4,Tanh,50,0.0001,32,0.7515
1,4,Tanh,50,0.0001,64,0.214
1,4,Tanh,50,0.0001,128,0.829
1,4,Tanh,50,0.0001,256,0.1655
1,4,Tanh,50,0.0001,512,0.9795
1,4,Tanh,100,10.0,16,0.9985
1,4,Tanh,100,10.0,32,0.9985
1,4,Tanh,100,10.0,64,0.999
1,4,Tanh,100,10.0,128,0.9985
1,4,Tanh,100,10.0,256,0.9985
1,4,Tanh,100,10.0,512,0.9935
1,4,Tanh,100,1.0,16,0.999
1,4,Tanh,100,1.0,32,0.999
1,4,Tanh,100,1.0,64,0.999
1,4,Tanh,100,1.0,128,0.9985
1,4,Tanh,100,1.0,256,0.999
1,4,Tanh,100,1.0,512,0.999
1,4,Tanh,100,0.1,16,0.999
1,4,Tanh,100,0.1,32,0.999
1,4,Tanh,100,0.1,64,0.999
1,4,Tanh,100,0.1,128,0.999
1,4,Tanh,100,0.1,256,0.999
1,4,Tanh,100,0.1,512,0.999
1,4,Tanh,100,0.01,16,0.999
1,4,Tanh,100,0.01,32,0.999
1,4,Tanh,100,0.01,64,0.999
1,4,Tanh,100,0.01,128,0.999
1,4,Tanh,100,0.01,256,0.999
1,4,Tanh,100,0.01,512,0.999
1,4,Tanh,100,0.001,16,0.8575
1,4,Tanh,100,0.001,32,0.171
1,4,Tanh,100,0.001,64,0.8545
1,4,Tanh,100,0.001,128,0.994
1,4,Tanh,100,0.001,256,0.9565
1,4,Tanh,100,0.001,512,0.0695
1,4,Tanh,100,0.0001,16,0.908
1,4,Tanh,100,0.0001,32,0.0475
1,4,Tanh,100,0.0001,64,0.3685
1,4,Tanh,100,0.0001,128,0.0255
1,4,Tanh,100,0.0001,256,0.974
1,4,Tanh,100,0.0001,512,0.979
1,4,Tanh,250,10.0,16,0.999
1,4,Tanh,250,10.0,32,0.9985
1,4,Tanh,250,10.0,64,0.9955
1,4,Tanh,250,10.0,128,0.9985
1,4,Tanh,250,10.0,256,0.9665
1,4,Tanh,250,10.0,512,0.999
1,4,Tanh,250,1.0,16,0.999
1,4,Tanh,250,1.0,32,0.998
1,4,Tanh,250,1.0,64,0.999
1,4,Tanh,250,1.0,128,0.9915
1,4,Tanh,250,1.0,256,0.9985
1,4,Tanh,250,1.0,512,0.999
1,4,Tanh,250,0.1,16,0.999
1,4,Tanh,250,0.1,32,0.999
1,4,Tanh,250,0.1,64,0.999
1,4,Tanh,250,0.1,128,0.999
1,4,Tanh,250,0.1,256,0.999
1,4,Tanh,250,0.1,512,0.999
1,4,Tanh,250,0.01,16,0.999
1,4,Tanh,250,0.01,32,0.999
1,4,Tanh,250,0.01,64,0.999
1,4,Tanh,250,0.01,128,0.999
1,4,Tanh,250,0.01,256,0.999
1,4,Tanh,250,0.01,512,0.999
1,4,Tanh,250,0.001,16,0.999
1,4,Tanh,250,0.001,32,0.999
1,4,Tanh,250,0.001,64,0.999
1,4,Tanh,250,0.001,128,0.999
1,4,Tanh,250,0.001,256,0.999
1,4,Tanh,250,0.001,512,0.999
1,4,Tanh,250,0.0001,16,0.412
1,4,Tanh,250,0.0001,32,0.9875
1,4,Tanh,250,0.0001,64,0.9385
1,4,Tanh,250,0.0001,128,0.9665
1,4,Tanh,250,0.0001,256,0.9805
1,4,Tanh,250,0.0001,512,0.996
1,8,Sigmoid,1,10.0,16,0.3055
1,8,Sigmoid,1,10.0,32,0.3475
1,8,Sigmoid,1,10.0,64,0.344
1,8,Sigmoid,1,10.0,128,0.3385
1,8,Sigmoid,1,10.0,256,0.323
1,8,Sigmoid,1,10.0,512,0.8075
1,8,Sigmoid,1,1.0,16,0.739
1,8,Sigmoid,1,1.0,32,0.6835
1,8,Sigmoid,1,1.0,64,0.8725
1,8,Sigmoid,1,1.0,128,0.9045
1,8,Sigmoid,1,1.0,256,0.447
1,8,Sigmoid,1,1.0,512,0.7535
1,8,Sigmoid,1,0.1,16,0.991
1,8,Sigmoid,1,0.1,32,0.8195
1,8,Sigmoid,1,0.1,64,0.9835
1,8,Sigmoid,1,0.1,128,0.985
1,8,Sigmoid,1,0.1,256,0.929
1,8,Sigmoid,1,0.1,512,0.999
1,8,Sigmoid,1,0.01,16,0.631
1,8,Sigmoid,1,0.01,32,0.927
1,8,Sigmoid,1,0.01,64,0.2035
1,8,Sigmoid,1,0.01,128,0.351
1,8,Sigmoid,1,0.01,256,0.048
1,8,Sigmoid,1,0.01,512,0.5495
1,8,Sigmoid,1,0.001,16,0.062
1,8,Sigmoid,1,0.001,32,0.234
1,8,Sigmoid,1,0.001,64,0.7615
1,8,Sigmoid,1,0.001,128,0.3955
1,8,Sigmoid,1,0.001,256,0.889
1,8,Sigmoid,1,0.001,512,0.635
1,8,Sigmoid,1,0.0001,16,0.7005
1,8,Sigmoid,1,0.0001,32,0.502
1,8,Sigmoid,1,0.0001,64,0.4735
1,8,Sigmoid,1,0.0001,128,0.754
1,8,Sigmoid,1,0.0001,256,0.8115
1,8,Sigmoid,1,0.0001,512,0.571
1,8,Sigmoid,10,10.0,16,0.999
1,8,Sigmoid,10,10.0,32,0.999
1,8,Sigmoid,10,10.0,64,0.998
1,8,Sigmoid,10,10.0,128,0.999
1,8,Sigmoid,10,10.0,256,0.999
1,8,Sigmoid,10,10.0,512,0.9985
1,8,Sigmoid,10,1.0,16,0.999
1,8,Sigmoid,10,1.0,32,0.999
1,8,Sigmoid,10,1.0,64,0.999
1,8,Sigmoid,10,1.0,128,0.98
1,8,Sigmoid,10,1.0,256,0.999
1,8,Sigmoid,10,1.0,512,0.999
1,8,Sigmoid,10,0.1,16,0.999
1,8,Sigmoid,10,0.1,32,0.999
1,8,Sigmoid,10,0.1,64,0.999
1,8,Sigmoid,10,0.1,128,0.999
1,8,Sigmoid,10,0.1,256,0.999
1,8,Sigmoid,10,0.1,512,0.999
1,8,Sigmoid,10,0.01,16,0.999
1,8,Sigmoid,10,0.01,32,0.997
1,8,Sigmoid,10,0.01,64,0.8275
1,8,Sigmoid,10,0.01,128,0.994
1,8,Sigmoid,10,0.01,256,0.7565
1,8,Sigmoid,10,0.01,512,0.999
1,8,Sigmoid,10,0.001,16,0.461
1,8,Sigmoid,10,0.001,32,0.7985
1,8,Sigmoid,10,0.001,64,0.795
1,8,Sigmoid,10,0.001,128,0.8945
1,8,Sigmoid,10,0.001,256,0.883
1,8,Sigmoid,10,0.001,512,0.329
1,8,Sigmoid,10,0.0001,16,0.419
1,8,Sigmoid,10,0.0001,32,0.9255
1,8,Sigmoid,10,0.0001,64,0.1015
1,8,Sigmoid,10,0.0001,128,0.457
1,8,Sigmoid,10,0.0001,256,0.728
1,8,Sigmoid,10,0.0001,512,0.93
1,8,Sigmoid,25,10.0,16,0.999
1,8,Sigmoid,25,10.0,32,0.999
1,8,Sigmoid,25,10.0,64,0.999
1,8,Sigmoid,25,10.0,128,0.999
1,8,Sigmoid,25,10.0,256,0.999
1,8,Sigmoid,25,10.0,512,0.999
1,8,Sigmoid,25,1.0,16,0.999
1,8,Sigmoid,25,1.0,32,0.999
1,8,Sigmoid,25,1.0,64,0.999
1,8,Sigmoid,25,1.0,128,0.999
1,8,Sigmoid,25,1.0,256,0.9985
1,8,Sigmoid,25,1.0,512,0.999
1,8,Sigmoid,25,0.1,16,0.999
1,8,Sigmoid,25,0.1,32,0.999
1,8,Sigmoid,25,0.1,64,0.999
1,8,Sigmoid,25,0.1,128,0.999
1,8,Sigmoid,25,0.1,256,0.999
1,8,Sigmoid,25,0.1,512,0.999
1,8,Sigmoid,25,0.01,16,0.999
1,8,Sigmoid,25,0.01,32,0.999
1,8,Sigmoid,25,0.01,64,0.999
1,8,Sigmoid,25,0.01,128,0.999
1,8,Sigmoid,25,0.01,256,0.999
1,8,Sigmoid,25,0.01,512,0.999
1,8,Sigmoid,25,0.001,16,0.883
1,8,Sigmoid,25,0.001,32,0.0525
1,8,Sigmoid,25,0.001,64,0.8005
1,8,Sigmoid,25,0.001,128,0.9915
1,8,Sigmoid,25,0.001,256,0.9365
1,8,Sigmoid,25,0.001,512,0.832
1,8,Sigmoid,25,0.0001,16,0.534
1,8,Sigmoid,25,0.0001,32,0.483
1,8,Sigmoid,25,0.0001,64,0.715
1,8,Sigmoid,25,0.0001,128,0.895
1,8,Sigmoid,25,0.0001,256,0.506
1,8,Sigmoid,25,0.0001,512,0.9085
1,8,Sigmoid,50,10.0,16,0.999
1,8,Sigmoid,50,10.0,32,0.999
1,8,Sigmoid,50,10.0,64,0.999
1,8,Sigmoid,50,10.0,128,0.999
1,8,Sigmoid,50,10.0,256,0.999
1,8,Sigmoid,50,10.0,512,0.999
1,8,Sigmoid,50,1.0,16,0.9985
1,8,Sigmoid,50,1.0,32,0.999
1,8,Sigmoid,50,1.0,64,0.999
1,8,Sigmoid,50,1.0,128,0.999
1,8,Sigmoid,50,1.0,256,0.999
1,8,Sigmoid,50,1.0,512,0.999
1,8,Sigmoid,50,0.1,16,0.999
1,8,Sigmoid,50,0.1,32,0.999
1,8,Sigmoid,50,0.1,64,0.999
1,8,Sigmoid,50,0.1,128,0.999
1,8,Sigmoid,50,0.1,256,0.999
1,8,Sigmoid,50,0.1,512,0.999
1,8,Sigmoid,50,0.01,16,0.999
1,8,Sigmoid,50,0.01,32,0.999
1,8,Sigmoid,50,0.01,64,0.999
1,8,Sigmoid,50,0.01,128,0.999
1,8,Sigmoid,50,0.01,256,0.999
1,8,Sigmoid,50,0.01,512,0.999
1,8,Sigmoid,50,0.001,16,0.884
1,8,Sigmoid,50,0.001,32,0.9855
1,8,Sigmoid,50,0.001,64,0.9075
1,8,Sigmoid,50,0.001,128,0.999
1,8,Sigmoid,50,0.001,256,0.9585
1,8,Sigmoid,50,0.001,512,0.864
1,8,Sigmoid,50,0.0001,16,0.69
1,8,Sigmoid,50,0.0001,32,0.757
1,8,Sigmoid,50,0.0001,64,0.307
1,8,Sigmoid,50,0.0001,128,0.3625
1,8,Sigmoid,50,0.0001,256,0.216
1,8,Sigmoid,50,0.0001,512,0.416
1,8,Sigmoid,100,10.0,16,0.999
1,8,Sigmoid,100,10.0,32,0.996
1,8,Sigmoid,100,10.0,64,0.999
1,8,Sigmoid,100,10.0,128,0.999
1,8,Sigmoid,100,10.0,256,0.999
1,8,Sigmoid,100,10.0,512,0.9985
1,8,Sigmoid,100,1.0,16,0.999
1,8,Sigmoid,100,1.0,32,0.9985
1,8,Sigmoid,100,1.0,64,0.999
1,8,Sigmoid,100,1.0,128,0.999
1,8,Sigmoid,100,1.0,256,0.999
1,8,Sigmoid,100,1.0,512,0.999
1,8,Sigmoid,100,0.1,16,0.999
1,8,Sigmoid,100,0.1,32,0.999
1,8,Sigmoid,100,0.1,64,0.999
1,8,Sigmoid,100,0.1,128,0.999
1,8,Sigmoid,100,0.1,256,0.999
1,8,Sigmoid,100,0.1,512,0.999
1,8,Sigmoid,100,0.01,16,0.999
1,8,Sigmoid,100,0.01,32,0.999
1,8,Sigmoid,100,0.01,64,0.999
1,8,Sigmoid,100,0.01,128,0.999
1,8,Sigmoid,100,0.01,256,0.999
1,8,Sigmoid,100,0.01,512,0.999
1,8,Sigmoid,100,0.001,16,0.972
1,8,Sigmoid,100,0.001,32,0.999
1,8,Sigmoid,100,0.001,64,0.9925
1,8,Sigmoid,100,0.001,128,0.999
1,8,Sigmoid,100,0.001,256,0.992
1,8,Sigmoid,100,0.001,512,0.9925
1,8,Sigmoid,100,0.0001,16,0.8135
1,8,Sigmoid,100,0.0001,32,0.968
1,8,Sigmoid,100,0.0001,64,0.214
1,8,Sigmoid,100,0.0001,128,0.5485
1,8,Sigmoid,100,0.0001,256,0.7885
1,8,Sigmoid,100,0.0001,512,0.491
1,8,Sigmoid,250,10.0,16,0.9985
1,8,Sigmoid,250,10.0,32,0.9985
1,8,Sigmoid,250,10.0,64,0.999
1,8,Sigmoid,250,10.0,128,0.9955
1,8,Sigmoid,250,10.0,256,0.999
1,8,Sigmoid,250,10.0,512,0.999
1,8,Sigmoid,250,1.0,16,0.9985
1,8,Sigmoid,250,1.0,32,0.999
1,8,Sigmoid,250,1.0,64,0.999
1,8,Sigmoid,250,1.0,128,0.999
1,8,Sigmoid,250,1.0,256,0.999
1,8,Sigmoid,250,1.0,512,0.999
1,8,Sigmoid,250,0.1,16,0.999
1,8,Sigmoid,250,0.1,32,0.999
1,8,Sigmoid,250,0.1,64,0.999
1,8,Sigmoid,250,0.1,128,0.999
1,8,Sigmoid,250,0.1,256,0.999
1,8,Sigmoid,250,0.1,512,0.999
1,8,Sigmoid,250,0.01,16,0.999
1,8,Sigmoid,250,0.01,32,0.999
1,8,Sigmoid,250,0.01,64,0.999
1,8,Sigmoid,250,0.01,128,0.999
1,8,Sigmoid,250,0.01,256,0.999
1,8,Sigmoid,250,0.01,512,0.999
1,8,Sigmoid,250,0.001,16,0.999
1,8,Sigmoid,250,0.001,32,0.999
1,8,Sigmoid,250,0.001,64,0.999
1,8,Sigmoid,250,0.001,128,0.999
1,8,Sigmoid,250,0.001,256,0.999
1,8,Sigmoid,250,0.001,512,0.999
1,8,Sigmoid,250,0.0001,16,0.387
1,8,Sigmoid,250,0.0001,32,0.922
1,8,Sigmoid,250,0.0001,64,0.984
1,8,Sigmoid,250,0.0001,128,0.8155
1,8,Sigmoid,250,0.0001,256,0.8925
1,8,Sigmoid,250,0.0001,512,0.59
1,8,Softmax,1,10.0,16,0.363
1,8,Softmax,1,10.0,32,0.669
1,8,Softmax,1,10.0,64,0.3455
1,8,Softmax,1,10.0,128,0.716
1,8,Softmax,1,10.0,256,0.341
1,8,Softmax,1,10.0,512,0.363
1,8,Softmax,1,1.0,16,0.3455
1,8,Softmax,1,1.0,32,0.5995
1,8,Softmax,1,1.0,64,0.75
1,8,Softmax,1,1.0,128,0.56
1,8,Softmax,1,1.0,256,0.8305
1,8,Softmax,1,1.0,512,0.694
1,8,Softmax,1,0.1,16,0.9695
1,8,Softmax,1,0.1,32,0.979
1,8,Softmax,1,0.1,64,0.6785
1,8,Softmax,1,0.1,128,0.8125
1,8,Softmax,1,0.1,256,0.697
1,8,Softmax,1,0.1,512,0.981
1,8,Softmax,1,0.01,16,0.4555
1,8,Softmax,1,0.01,32,0.639
1,8,Softmax,1,0.01,64,0.8345
1,8,Softmax,1,0.01,128,0.9495
1,8,Softmax,1,0.01,256,0.186
1,8,Softmax,1,0.01,512,0.313
1,8,Softmax,1,0.001,16,0.8055
1,8,Softmax,1,0.001,32,0.971
1,8,Softmax,1,0.001,64,0.0195
1,8,Softmax,1,0.001,128,0.5245
1,8,Softmax,1,0.001,256,0.925
1,8,Softmax,1,0.001,512,0.151
1,8,Softmax,1,0.0001,16,0.3825
1,8,Softmax,1,0.0001,32,0.732
1,8,Softmax,1,0.0001,64,0.758
1,8,Softmax,1,0.0001,128,0.989
1,8,Softmax,1,0.0001,256,0.016
1,8,Softmax,1,0.0001,512,0.621
1,8,Softmax,10,10.0,16,0.999
1,8,Softmax,10,10.0,32,0.9875
1,8,Softmax,10,10.0,64,0.999
1,8,Softmax,10,10.0,128,0.985
1,8,Softmax,10,10.0,256,0.9785
1,8,Softmax,10,10.0,512,0.999
1,8,Softmax,10,1.0,16,0.999
1,8,Softmax,10,1.0,32,0.9985
1,8,Softmax,10,1.0,64,0.999
1,8,Softmax,10,1.0,128,0.9975
1,8,Softmax,10,1.0,256,0.999
1,8,Softmax,10,1.0,512,0.999
1,8,Softmax,10,0.1,16,0.999
1,8,Softmax,10,0.1,32,0.999
1,8,Softmax,10,0.1,64,0.999
1,8,Softmax,10,0.1,128,0.999
1,8,Softmax,10,0.1,256,0.999
1,8,Softmax,10,0.1,512,0.999
1,8,Softmax,10,0.01,16,0.9945
1,8,Softmax,10,0.01,32,0.999
1,8,Softmax,10,0.01,64,0.92
1,8,Softmax,10,0.01,128,0.993
1,8,Softmax,10,0.01,256,0.8945
1,8,Softmax,10,0.01,512,0.997
1,8,Softmax,10,0.001,16,0.4435
1,8,Softmax,10,0.001,32,0.4885
1,8,Softmax,10,0.001,64,0.7805
1,8,Softmax,10,0.001,128,0.792
1,8,Softmax,10,0.001,256,0.0185
1,8,Softmax,10,0.001,512,0.142
1,8,Softmax,10,0.0001,16,0.5725
1,8,Softmax,10,0.0001,32,0.079
1,8,Softmax,10,0.0001,64,0.1955
1,8,Softmax,10,0.0001,128,0.744
1,8,Softmax,10,0.0001,256,0.989
1,8,Softmax,10,0.0001,512,0.3235
1,8,Softmax,25,10.0,16,0.999
1,8,Softmax,25,10.0,32,0.999
1,8,Softmax,25,10.0,64,0.999
1,8,Softmax,25,10.0,128,0.999
1,8,Softmax,25,10.0,256,0.999
1,8,Softmax,25,10.0,512,0.999
1,8,Softmax,25,1.0,16,0.999
1,8,Softmax,25,1.0,32,0.999
1,8,Softmax,25,1.0,64,0.998
1,8,Softmax,25,1.0,128,0.999
1,8,Softmax,25,1.0,256,0.999
1,8,Softmax,25,1.0,512,0.999
1,8,Softmax,25,0.1,16,0.999
1,8,Softmax,25,0.1,32,0.999
1,8,Softmax,25,0.1,64,0.999
1,8,Softmax,25,0.1,128,0.999
1,8,Softmax,25,0.1,256,0.999
1,8,Softmax,25,0.1,512,0.999
1,8,Softmax,25,0.01,16,0.999
1,8,Softmax,25,0.01,32,0.999
1,8,Softmax,25,0.01,64,0.999
1,8,Softmax,25,0.01,128,0.999
1,8,Softmax,25,0.01,256,0.999
1,8,Softmax,25,0.01,512,0.999
1,8,Softmax,25,0.001,16,0.9655
1,8,Softmax,25,0.001,32,0.928
1,8,Softmax,25,0.001,64,0.797
1,8,Softmax,25,0.001,128,0.975
1,8,Softmax,25,0.001,256,0.878
1,8,Softmax,25,0.001,512,0.9515
1,8,Softmax,25,0.0001,16,0.0115
1,8,Softmax,25,0.0001,32,0.6335
1,8,Softmax,25,0.0001,64,0.789
1,8,Softmax,25,0.0001,128,0.969
1,8,Softmax,25,0.0001,256,0.0875
1,8,Softmax,25,0.0001,512,0.8405
1,8,Softmax,50,10.0,16,0.999
1,8,Softmax,50,10.0,32,0.999
1,8,Softmax,50,10.0,64,0.9985
1,8,Softmax,50,10.0,128,0.9985
1,8,Softmax,50,10.0,256,0.999
1,8,Softmax,50,10.0,512,0.999
1,8,Softmax,50,1.0,16,0.999
1,8,Softmax,50,1.0,32,0.999
1,8,Softmax,50,1.0,64,0.999
1,8,Softmax,50,1.0,128,0.999
1,8,Softmax,50,1.0,256,0.999
1,8,Softmax,50,1.0,512,0.999
1,8,Softmax,50,0.1,16,0.999
1,8,Softmax,50,0.1,32,0.999
1,8,Softmax,50,0.1,64,0.999
1,8,Softmax,50,0.1,128,0.999
1,8,Softmax,50,0.1,256,0.999
1,8,Softmax,50,0.1,512,0.999
1,8,Softmax,50,0.01,16,0.999
1,8,Softmax,50,0.01,32,0.999
1,8,Softmax,50,0.01,64,0.999
1,8,Softmax,50,0.01,128,0.999
1,8,Softmax,50,0.01,256,0.999
1,8,Softmax,50,0.01,512,0.999
1,8,Softmax,50,0.001,16,0.9895
1,8,Softmax,50,0.001,32,0.967
1,8,Softmax,50,0.001,64,0.9435
1,8,Softmax,50,0.001,128,0.9935
1,8,Softmax,50,0.001,256,0.999
1,8,Softmax,50,0.001,512,0.985
1,8,Softmax,50,0.0001,16,0.976
1,8,Softmax,50,0.0001,32,0.0525
1,8,Softmax,50,0.0001,64,0.771
1,8,Softmax,50,0.0001,128,0.093
1,8,Softmax,50,0.0001,256,0.887
1,8,Softmax,50,0.0001,512,0.3195
1,8,Softmax,100,10.0,16,0.9985
1,8,Softmax,100,10.0,32,0.999
1,8,Softmax,100,10.0,64,0.999
1,8,Softmax,100,10.0,128,0.9985
1,8,Softmax,100,10.0,256,0.999
1,8,Softmax,100,10.0,512,0.976
1,8,Softmax,100,1.0,16,0.9985
1,8,Softmax,100,1.0,32,0.999
1,8,Softmax,100,1.0,64,0.998
1,8,Softmax,100,1.0,128,0.999
1,8,Softmax,100,1.0,256,0.9985
1,8,Softmax,100,1.0,512,0.98
1,8,Softmax,100,0.1,16,0.999
1,8,Softmax,100,0.1,32,0.999
1,8,Softmax,100,0.1,64,0.999
1,8,Softmax,100,0.1,128,0.999
1,8,Softmax,100,0.1,256,0.999
1,8,Softmax,100,0.1,512,0.999
1,8,Softmax,100,0.01,16,0.999
1,8,Softmax,100,0.01,32,0.999
1,8,Softmax,100,0.01,64,0.999
1,8,Softmax,100,0.01,128,0.999
1,8,Softmax,100,0.01,256,0.999
1,8,Softmax,100,0.01,512,0.999
1,8,Softmax,100,0.001,16,0.983
1,8,Softmax,100,0.001,32,0.999
1,8,Softmax,100,0.001,64,0.9965
1,8,Softmax,100,0.001,128,0.999
1,8,Softmax,100,0.001,256,0.999
1,8,Softmax,100,0.001,512,0.9985
1,8,Softmax,100,0.0001,16,0.11
1,8,Softmax,100,0.0001,32,0.8535
1,8,Softmax,100,0.0001,64,0.971
